1.7275,2.0535,1
1.8642,0.78847,1
3.8957,-1.8504,1
0.15078,1.0608,1
-0.59758,2.0555,1
4.0209,4.0813,1
3.8532,-0.44421,1
3.196,1.077,1
1.2293,1.5429,1
0.76005,1.4779,1
4.655,2.1923,1
1.3006,1.3852,1
0.9235,0.41317,1
-1.3898,1.2672,1
0.29841,2.1358,1
1.3282,4.9388,1
-1.5038,1.7985,1
1.3311,1.7711,1
0.38597,2.2192,1
0.94957,1.5729,1
1.8859,-0.60967,1
-0.70738,-3.8727,1
0.42681,1.9899,1
0.35283,0.64298,1
0.58533,2.7112,1
0.8694,2.484,1
0.90419,2.5381,1
-0.21028,-1.4541,1
-0.82399,0.7716,1
4.3291,2.7427,1
2.567,1.5736,1
0.71214,6.2436,1
-1.9794,2.1812,1
-0.060393,5.8455,1
-0.86913,-2.8936,1
2.1845,0.61166,1
1.2559,-0.68737,1
-0.98826,-1.288,1
1.0144,0.36104,1
0.89618,-4.19,1
-1.2012,-0.32112,1
1.4008,-1.7472,1
-0.14097,1.9142,1
-0.068349,0.16818,1
1.0591,4.6627,1
0.40277,3.3139,1
3.5243,1.3081,1
-0.072642,2.5301,1
2.042,2.2889,1
-0.27464,1.7918,1
2.8358,3.6321,1
1.8371,-0.54535,1
0.87526,-0.83527,1
4.0998,3.2187,1
2.7719,-2.7269,1
1.3383,3.336,1
1.4487,1.3569,1
-0.52983,-1.5062,1
2.9864,0.41716,1
2.3657,-2.1797,1
-0.081245,-0.057762,1
-0.56102,3.9141,1
0.60052,3.3002,1
-0.55049,1.6782,1
0.4335,1.7767,1
1.4147,0.5994,1
3.1946,1.0849,1
-0.31267,-2.753,1
-1.0498,4.3186,1
-0.11565,4.0998,1
0.29619,0.055201,1
3.9118,-0.57356,1
2.0034,0.20204,1
4.3611,0.94043,1
1.6872,1.3387,1
2.9889,3.1079,1
4.5832,0.58317,1
3.8047,2.7859,1
0.23134,-0.81236,1
3.2067,-0.05596,1
2.8176,3.2488,1
1.9104,0.19141,1
3.0542,1.2564,1
-0.20332,2.8272,1
1.061,1.8293,1
4.1503,0.6935,1
1.8508,-0.22524,1
1.4151,-0.44549,1
3.2523,-0.63042,1
1.4001,-1.0899,1
3.3492,-2.8875,1
-1.0878,5.3588,1
0.89743,-1.2487,1
0.27692,-0.21384,1
0.81989,1.7167,1
-1.1085,4.447,1
2.784,-0.15368,1
3.4095,1.495,1
-0.96893,-4.6189,1
1.7555,3.8509,1
2.7137,-2.4082,1
1.2691,2.3304,1
3.4763,2.7906,1
-0.65123,-0.54099,1
4.0139,3.3021,1
1.6114,-0.92002,1
3.6795,-0.87248,1
0.29462,2.7025,1
0.65975,2.6917,1
2.5222,1.0649,1
-1.5247,1.0655,1
5.4417,0.678,1
0.74005,-2.4243,1
0.68293,1.7904,1
-2.1328,-1.2884,1
1.2447,-0.21293,1
2.7012,2.4352,1
0.8454,0.91585,1
4.0988,-2.2845,1
0.056734,-1.3727,1
1.1868,5.2274,1
0.69329,1.4655,1
-5.2916,-0.84674,1
2.3015,1.5884,1
-0.074563,1.6777,1
1.0832,2.0579,1
-3.4361,1.3078,1
1.9344,-1.5419,1
-1.3629,3.2798,1
-0.32732,0.84942,1
3.1486,2.4523,1
1.728,0.53219,1
1.9715,4.5627,1
-1.4089,3.204,1
-1.0982,-2.3191,1
1.2101,-2.9891,1
1.492,1.9373,1
-1.0761,0.77239,1
3.1865,0.93594,1
-0.034608,-2.7921,1
1.9863,1.5468,1
2.8771,1.5238,1
-1.8898,1.1608,1
-1.1811,1.7606,1
-1.6915,1.2238,1
3.2896,4.9214,1
-1.1648,3.5949,1
3.9956,-1.7876,1
0.86942,-2.6782,1
-1.9275,2.6876,1
3.2088,-0.45379,1
5.0656,3.7372,1
1.3784,1.8219,1
1.6365,0.778,1
2.9228,2.4127,1
-0.82371,2.547,1
0.28104,3.8579,1
1.8227,1.4068,1
1.9629,3.6539,1
-2.6409,3.0772,1
0.62458,2.358,1
0.18673,-1.6224,1
1.2177,4.3635,1
3.6062,0.32179,1
-0.477,5.0655,1
3.2642,4.3279,1
0.35054,0.76383,1
1.151,0.42029,1
-0.97393,1.7265,1
5.7456,0.87529,1
-2.1381,2.321,1
0.032076,3.7184,1
1.0275,2.2551,1
6.6039,-0.40789,1
1.8507,5.9441,1
-1.9888,3.3001,1
1.2964,2.8356,1
0.80163,2.5683,1
-0.62446,1.9139,1
3.524,0.96409,1
2.8625,-0.16512,1
-1.9641,0.028106,1
-0.26283,0.1262,1
4.2088,2.7417,1
-0.53663,0.19704,1
3.9545,-1.1988,1
-1.7513,1.6457,1
-0.55555,2.1543,1
2.1163,1.8598,1
-1.5836,-2.6632,1
1.7644,0.9601,1
0.37752,-0.2823,1
-1.1616,2.0425,1
-0.45143,-1.13,1
-1.1542,-0.34341,1
0.90443,-2.0749,1
-0.47281,-0.80028,1
-1.3177,0.94646,1
2.1742,0.5183,1
-0.069149,0.16698,1
-0.20506,-0.43678,1
0.18301,-1.6651,1
