0.59599,1.414,1
-0.25434,-0.68172,1
3.7792,-2.103,1
2.0083,2.6485,1
-1.2051,-1.1933,1
-0.92835,3.5065,1
0.26696,0.27491,1
1.0746,1.2382,1
-1.2432,1.0091,1
3.1376,0.90647,1
0.45658,0.7291,1
2.1431,-1.8369,1
0.20453,-1.9472,1
0.20653,-0.40601,1
-1.6891,1.7968,1
-0.6623,-0.86138,1
0.91129,2.954,1
1.2246,0.72187,1
2.7895,0.70576,1
0.77081,0.034259,1
-0.20014,0.39017,1
2.515,0.74906,1
2.0892,2.1188,1
0.20944,1.8003,1
-0.067736,-0.050446,1
-0.035322,1.37,1
0.62374,1.1176,1
0.3425,-0.10057,1
1.9197,2.1054,1
1.3698,-0.30707,1
1.0327,-0.28443,1
2.734,0.47071,1
-0.52343,0.9762,1
0.83776,1.6918,1
1.5966,-0.54768,1
-0.15898,1.9944,1
3.2507,0.14809,1
3.4603,-0.024993,1
1.0454,2.0915,1
2.07,-0.29561,1
-0.24739,1.1275,1
-1.1382,0.15424,1
1.6608,0.55748,1
1.7621,3.1657,1
2.8611,2.7534,1
1.0697,1.0129,1
0.24648,0.007223,1
2.5727,2.4522,1
1.1358,1.2431,1
1.0265,2.0359,1
1.6046,0.041018,1
-1.5343,0.90035,1
1.4063,2.3117,1
2.15,3.1258,1
-0.98278,1.4566,1
1.3586,0.57248,1
-0.1036,0.61493,1
0.062148,0.014437,1
0.33332,0.11223,1
2.2063,2.038,1
1.9281,0.9802,1
2.4859,0.98786,1
0.031893,3.1018,1
0.26804,-0.74787,1
-0.82667,-0.29942,1
-1.6899,2.161,1
1.7013,2.3153,1
2.3177,0.092521,1
0.89916,-0.12781,1
1.0335,1.8646,1
0.72681,-1.7573,1
1.0166,1.7183,1
3.4842,2.1635,1
0.14629,3.0924,1
2.107,-1.7644,1
2.8592,0.2577,1
-0.99202,0.27554,1
0.60746,0.5486,1
2.1815,1.3643,1
2.976,3.4264,1
2.0988,0.32638,1
1.5347,1.0879,1
0.20799,0.40586,1
-1.0183,0.49659,1
2.8654,1.4646,1
2.3779,1.163,1
-1.1227,2.2247,1
3.541,3.4749,1
0.97057,2.1965,1
-0.96586,-0.20064,1
0.68074,-0.47037,1
2.5869,2.2438,1
1.211,0.85567,1
1.3935,-1.5818,1
0.76077,-0.14954,1
0.12125,-1.094,1
1.0367,-0.69924,1
1.4532,0.75709,1
2.7199,-2.1823,1
-0.63639,1.2738,1
0.77705,-0.34642,1
1.7795,0.13809,1
-2.6493,0.085978,1
-0.48658,-0.21052,1
-0.10876,3.7394,1
1.0765,0.32781,1
0.061509,1.9987,1
1.9693,1.1775,1
1.0956,0.19349,1
0.48562,0.26576,1
1.1968,1.1458,1
-1.8106,-0.3384,1
1.2344,0.54735,1
3.1443,0.036325,1
0.79157,2.3295,1
0.12689,-0.58224,1
2.2731,0.29819,1
0.61599,1.9773,1
0.37554,1.5179,1
1.9175,1.3508,1
1.7719,1.9425,1
-1.3164,4.0895,1
1.8313,-0.81443,1
